"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","Name","comp01_club","comp01_dq","comp01_won"
"Master 2","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:57 AM",1,"32",3121,"Jason Allen Adkins","A-Force Brazilian Jiu-Jitsu",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 7","Sat","09/03","10:00 AM",1,"28",3122,"Leandro Aparicio H Odriozola","Delgado Jiu-Jitsu Uruguay",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","10:04 AM",1,"1",3123,"Blaine Freitas Lopes","Behring Last Stand",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 10","Sat","09/03","10:40 AM",2,"12",3124,"Jacob Lee Shivers","Team Link Utah",0,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 6","Sat","09/03","10:10 AM",2,"8",3125,"Sean Richard Dooley","GF Team",0,0
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",3126,"Blaine Freitas Lopes","Behring Last Stand",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",3127,"Sean Richard Dooley","GF Team",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 7","Sat","09/03","10:22 AM",1,"16",3128,"Jacek Marek Sokolowski","Carlson Gracie Team",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 8","Sat","09/03","10:27 AM",1,"12",3129,"Jacob Lee Shivers","Team Link Utah",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"16",3130,"Jacek Marek Sokolowski","Carlson Gracie Team",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"12",3131,"Jacob Lee Shivers","Team Link Utah",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","10:02 AM",2,"24",3132,"Oscar Omar Villarino Guitierrez","Renato Tavares Association",1,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:50 AM",2,"20",3133,"Richard Rick Soukhavong","Travis Lutter Brazilian Jiu-Jitsu",0,0
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"24",3134,"Oscar Omar Villarino Guitierrez","Renato Tavares Association",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"20",3135,"Richard Rick Soukhavong","Travis Lutter Brazilian Jiu-Jitsu",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:32 AM",2,"30",3136,"Jeremy Robert Hintom","Alliance ",0,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:45 AM",2,"26",3137,"Matthew Richard LaBell","Charlotte Jiu-Jitsu Academy",0,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","09:56 AM",1,"4",3138,"Ramiro Ignacio Alegria","American Top Team",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 12","Sat","09/03","10:28 AM",1,"10",3139,"Jeffrey D Howard","3rd Generation Jiu-Jitsu Academy",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 6","Sat","09/03","10:01 AM",2,"6",3140,"Steffen Robert Smith","Gracie Barra",0,0
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"4",3141,"Ramiro Ignacio Alegria","American Top Team",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"6",3142,"Steffen Robert Smith","Gracie Barra",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 8","Sat","09/03","10:07 AM",2,"14",3143,"Angel Landerson Semeco","CheckMat",0,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 9","Sat","09/03","10:14 AM",1,"10",3144,"Jeffrey D Howard","3rd Generation Jiu-Jitsu Academy",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"14",3145,"Angel Landerson Semeco","CheckMat",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"10",3146,"Jeffrey D Howard","3rd Generation Jiu-Jitsu Academy",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:39 AM",2,"23",3147,"Sean Patrick Baca","Gracie Barra BJJ",0,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","09:52 AM",2,"18",3148,"Gustavo Medeiros","Form Jiu Jitsu Academy",0,0
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"23",3149,"Sean Patrick Baca","Gracie Barra BJJ",0,1
"Master 2","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"18",3150,"Gustavo Medeiros","Form Jiu Jitsu Academy",0,1
"Master 2","Male","BLUE","Medium Heavy","FIGHT 19","Sat","09/03","11:27 AM",2,"16",3151,"Jacek Marek Sokolowski","Carlson Gracie Team",0,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 16","Sat","09/03","11:13 AM",2,"31",3152,"Jeremiah Maxwell Cann","Excellence School of Jiu-Jitsu USA",0,0
"Master 2","Male","BLUE","Medium Heavy","FIGHT 13","Sat","09/03","10:53 AM",2,"10",3153,"Jeffrey D Howard","3rd Generation Jiu-Jitsu Academy",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 27","Fri","09/02","12:53 PM",2,"25",3154,"Louis Greco","Grand Union Jiu-Jitsu",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 25","Fri","09/02","12:50 PM",2,"29",3155,"Javier Benito Peake","Cohab Chile",1,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 32","Fri","09/02","01:34 PM",1,"5",3156,"Charles Eugene White Jr","Gracie Barra",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 38","Fri","09/02","02:11 PM",2,"13",3157,"Robert J Mccarron","GF Team",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 33","Fri","09/02","01:40 PM",1,"3",3158,"Isaac Nathaniel Moore","Cascao Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"5",3159,"Charles Eugene White Jr","Gracie Barra",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"3",3160,"Isaac Nathaniel Moore","Cascao Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 35","Fri","09/02","01:50 PM",1,"9",3161,"Jonathan Hooman Ramesh","Six Blades Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 36","Fri","09/02","01:57 PM",1,"13",3162,"Robert J Mccarron","GF Team",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 28","Fri","09/02","12:59 PM",2,"17",3163,"Keith Brandon Murray","Team Jucão",0,0
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"13",3164,"Robert J Mccarron","GF Team",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 31","Fri","09/02","01:28 PM",1,"9",3165,"Jonathan Hooman Ramesh","Six Blades Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 30","Fri","09/02","01:14 PM",2,"21",3166,"Robert Lawton Major","The Rebellion - Team Conquest",0,0
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"9",3167,"Jonathan Hooman Ramesh","Six Blades Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"21",3168,"Robert Lawton Major","The Rebellion - Team Conquest",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 32","Fri","09/02","02:03 PM",2,"31",3169,"Hoang Vu Nguyen","Golden State BJJ",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 28","Fri","09/02","12:57 PM",2,"28",3170,"John Bon Gazzingan Dacasin Jr","LCCT - Combat Team",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 35","Fri","09/02","02:27 PM",1,"2",3171,"Joshua Ross Presley","Renzo Gracie Ottawa",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 41","Fri","09/02","02:52 PM",1,"11",3172,"George Piper Watson","Nova União International",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 31","Fri","09/02","01:56 PM",1,"7",3173,"Eric B Lauginiger","Alliance ",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"2",3174,"Joshua Ross Presley","Renzo Gracie Ottawa",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"7",3175,"Eric B Lauginiger","Alliance ",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 38","Fri","09/02","02:35 PM",2,"23",3176,"Mario Eichler","Gracie Barra BJJ",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 33","Fri","09/02","02:13 PM",1,"11",3177,"George Piper Watson","Nova União International",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"15",3178,"Derek J Maher","SF Empire Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"11",3179,"George Piper Watson","Nova União International",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 36","Fri","09/02","01:41 PM",1,"23",3180,"Mario Eichler","Gracie Barra BJJ",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 28","Fri","09/02","01:36 PM",2,"19",3181,"Zachary Sean Maciag","Nova União",0,0
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"23",3182,"Mario Eichler","Gracie Barra BJJ",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"19",3183,"Zachary Sean Maciag","Nova União",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 30","Fri","09/02","01:10 PM",1,"32",3184,"Henry D Badillo","Cleber Jiu-Jitsu Visalia",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 21","Fri","09/02","12:14 PM",2,"27",3185,"Jovica Tomic","Nova União",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 39","Fri","09/02","02:26 PM",2,"1",3186,"Elyas Ghiasy","Easton BJJ",1,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 42","Fri","09/02","02:52 PM",1,"8",3187,"Joseph Sante Amoroso","Bruno Lima Brazilian Jiu-Jitsu Academy ",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 33","Fri","09/02","01:30 PM",1,"8",3188,"Joseph Sante Amoroso","Bruno Lima Brazilian Jiu-Jitsu Academy ",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",3189,"Elyas Ghiasy","Easton BJJ",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",3190,"Joseph Sante Amoroso","Bruno Lima Brazilian Jiu-Jitsu Academy ",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 40","Fri","09/02","02:36 PM",2,"16",3191,"Martin Hickey","SBG International (SBGI)",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 36","Fri","09/02","02:06 PM",2,"12",3192,"Daniel J Giancola","Buffalo United Martial Arts",0,0
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"16",3193,"Martin Hickey","SBG International (SBGI)",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"12",3194,"Daniel J Giancola","Buffalo United Martial Arts",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 31","Fri","09/02","01:15 PM",2,"24",3195,"Luiz Felipe Bispo da Cunha","Triunfo Brazilian Jiu Jitsu ",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 34","Fri","09/02","01:51 PM",2,"20",3196,"Rodrigo Harlacher de Leão","Academia SBA Sylvio Behring ",0,0
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"24",3197,"Luiz Felipe Bispo da Cunha","Triunfo Brazilian Jiu Jitsu ",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"20",3198,"Rodrigo Harlacher de Leão","Academia SBA Sylvio Behring ",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 33","Fri","09/02","01:33 PM",0,"30",3199,"Jacob Lee Moore","Team LDMA",1,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 34","Fri","09/02","01:34 PM",2,"26",3200,"Logan Ketcher","Brasa CTA",1,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 37","Fri","09/02","01:36 PM",1,"4",3201,"Aaron Cole Ryan","Sunrise BJJ Team",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 44","Fri","09/02","03:06 PM",2,"10",3202,"Victor Alexander Faggiano","Zenith BJJ",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 41","Fri","09/02","02:39 PM",2,"6",3203,"Timofey Devochkin","Gracie Barra",1,0
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"4",3204,"Aaron Cole Ryan","Sunrise BJJ Team",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"6",3205,"Timofey Devochkin","Gracie Barra",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 36","Fri","09/02","02:11 PM",1,"22",3206,"Nathan Joel Schut","Start Brazilian Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 42","Fri","09/02","02:47 PM",1,"10",3207,"Victor Alexander Faggiano","Zenith BJJ",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"14",3208,"Michael S Kelly","TAC Team BJJ",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"10",3209,"Victor Alexander Faggiano","Zenith BJJ",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 29","Fri","09/02","01:23 PM",1,"22",3210,"Nathan Joel Schut","Start Brazilian Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 32","Fri","09/02","01:40 PM",2,"18",3211,"Rex Vargas","Valko BJJ Academy",0,0
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"22",3212,"Nathan Joel Schut","Start Brazilian Jiu-Jitsu",0,1
"Master 2","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"18",3213,"Rex Vargas","Valko BJJ Academy",0,1
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 51","Fri","09/02","03:46 PM",2,"22",3214,"Nathan Joel Schut","Start Brazilian Jiu-Jitsu",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 45","Fri","09/02","03:24 PM",2,"11",3215,"George Piper Watson","Nova União International",0,0
"Master 2","Male","PURPLE","Medium Heavy","FIGHT 47","Fri","09/02","03:22 PM",1,"22",3216,"Nathan Joel Schut","Start Brazilian Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 12","Thu","09/01","11:18 AM",2,"32",3217,"Armando Gaetacano","R1NG BJJ",0,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"7",3218,"Patrick C Kelley","One Jiu-Jitsu USA",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 13","Thu","09/01","12:00 PM",1,"2",3219,"Brian Kyle Hagglund","Brazilian Top Team",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 20","Thu","09/01","12:45 PM",1,"11",3220,"Brandon Paul Gagnon","Team James Clingerman",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 11","Thu","09/01","11:38 AM",2,"27",3221,"Jeremie Emmanuel Fischer","CheckMat",0,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"2",3222,"Brian Kyle Hagglund","Brazilian Top Team",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"27",3223,"Jeremie Emmanuel Fischer","CheckMat",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 17","Thu","09/01","12:22 PM",2,"23",3224,"Mário Francisco Sardinha Giovanni","Alliance Jiu-Jitsu",0,0
"Master 2","Male","BROWN","Medium Heavy","FIGHT 15","Thu","09/01","12:08 PM",1,"11",3225,"Brandon Paul Gagnon","Team James Clingerman",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"15",3226,"Jose Antonio Melendez","Team Royce Gracie, Washington",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"11",3227,"Brandon Paul Gagnon","Team James Clingerman",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 9","Thu","09/01","11:04 AM",1,"23",3228,"Mário Francisco Sardinha Giovanni","Alliance Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 14","Thu","09/01","11:24 AM",2,"19",3229,"Aaron Tyler  Breding","Alliance ",1,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"23",3230,"Mário Francisco Sardinha Giovanni","Alliance Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"19",3231,"Aaron Tyler  Breding","Alliance ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 21","Thu","09/01","12:22 PM",1,"30",3232,"Christopher David Ponce","GF Team",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"5",3233,"Joseph Anthony Delgado","Gracie Barra",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 20","Thu","09/01","12:38 PM",1,"3",3234,"Ryan Jon Schneider","Art of Jiu Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 24","Thu","09/01","12:57 PM",1,"9",3235,"Ricky Nathaniel Donald Obrien","Atos Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 13","Thu","09/01","11:28 AM",2,"24",3236,"Josh Daniel Campbell","Alliance International ",0,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"3",3237,"Ryan Jon Schneider","Art of Jiu Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"24",3238,"Josh Daniel Campbell","Alliance International ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 22","Thu","09/01","12:53 PM",1,"BYE",3239,"BYE","BYE",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 17","Thu","09/01","12:12 PM",1,"9",3240,"Ricky Nathaniel Donald Obrien","Atos Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"13",3241,"Joao P F Contessoto","Double Five",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"9",3242,"Ricky Nathaniel Donald Obrien","Atos Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 19","Thu","09/01","12:30 PM",0,"21",3243,"Gary Scotty Hammonds","Gracie Barra BJJ",1,0
"Master 2","Male","BROWN","Medium Heavy","FIGHT 15","Thu","09/01","11:40 AM",2,"16",3244,"Steven Robert Fletcher","Six Blades Jiu-Jitsu",0,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"21",3245,"Gary Scotty Hammonds","Gracie Barra BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"16",3246,"Steven Robert Fletcher","Six Blades Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 12","Thu","09/01","11:56 AM",2,"29",3247,"Felipe Moura Moreira","CheckMat",0,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"6",3248,"Alberto P D dos Santos","Schlosser BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 16","Thu","09/01","12:02 PM",1,"4",3249,"Joshua Aaron Metcalf","Alliance International ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 24","Thu","09/01","12:53 PM",1,"10",3250,"Ricky Bellingham","British Army BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 13","Thu","09/01","11:14 AM",1,"26",3251,"Jesus Ramon Guzman","Cascao Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"4",3252,"Joshua Aaron Metcalf","Alliance International ",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"26",3253,"Jesus Ramon Guzman","Cascao Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 19","Thu","09/01","12:21 PM",1,"22",3254,"Michael Joseph Notaro","Luiz Palhares Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 18","Thu","09/01","12:16 PM",1,"10",3255,"Ricky Bellingham","British Army BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"14",3256,"Julian Jesse Lopez","Paragon BJJ Academy",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"10",3257,"Ricky Bellingham","British Army BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 10","Thu","09/01","10:49 AM",1,"22",3258,"Michael Joseph Notaro","Luiz Palhares Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 14","Thu","09/01","11:31 AM",2,"18",3259,"Scott Theriot","Team Jucão",0,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"22",3260,"Michael Joseph Notaro","Luiz Palhares Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"18",3261,"Scott Theriot","Team Jucão",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",3262,"Stanley Gus Rousonelos II","Carlson Gracie Team",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",3263,"Cody Wayne Cothran","Six Blades Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 14","Thu","09/01","11:28 AM",2,"31",3264,"Aryan Donavan Douglas","Gracie Barra BJJ",0,0
"Master 2","Male","BROWN","Medium Heavy","FIGHT 25","Thu","09/01","01:13 PM",2,"28",3265,"Jason Michael Minor","Kronos BJJ HQ",0,0
"Master 2","Male","BROWN","Medium Heavy","FIGHT 20","Thu","09/01","12:37 PM",1,"28",3266,"Jason Michael Minor","Kronos BJJ HQ",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"31",3267,"Aryan Donavan Douglas","Gracie Barra BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"28",3268,"Jason Michael Minor","Kronos BJJ HQ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 17","Thu","09/01","11:56 AM",1,"17",3269,"Daniel James Leith","Gracie Barra",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 22","Thu","09/01","12:56 PM",2,"20",3270,"Loren Mitchell Lynch","Zenith BJJ",0,0
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"17",3271,"Daniel James Leith","Gracie Barra",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"12",3272,"Leigh Elliott Joyce","Atos Jiu-Jitsu",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 15","Thu","09/01","11:43 AM",2,"25",3273,"Jonathan Brandon Pastion","Coachella Valley BJJ",0,0
"Master 2","Male","BROWN","Medium Heavy","FIGHT 23","Thu","09/01","12:38 PM",1,"20",3274,"Loren Mitchell Lynch","Zenith BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"25",3275,"Jonathan Brandon Pastion","Coachella Valley BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"20",3276,"Loren Mitchell Lynch","Zenith BJJ",0,1
"Master 2","Male","BROWN","Medium Heavy","FIGHT 32","Thu","09/01","02:40 PM",2,"17",3277,"Daniel James Leith","Gracie Barra",0,0
"Master 2","Male","BROWN","Medium Heavy","FIGHT 28","Thu","09/01","01:17 PM",2,"9",3278,"Ricky Nathaniel Donald Obrien","Atos Jiu-Jitsu",0,0
"Master 2","Male","BROWN","Medium Heavy","FIGHT 27","Thu","09/01","01:30 PM",1,"17",3279,"Daniel James Leith","Gracie Barra",0,1
"Master 2","Male","BLACK","Medium Heavy","FIGHT 36","Thu","09/01","02:40 PM",2,"16",3280,"Carlos Eduardo Placido Lima","GF Team",0,0
"Master 2","Male","BLACK","Medium Heavy","FIGHT 42","Thu","09/01","03:25 PM",1,"12",3281,"Hitalo Silva Machado","Double Five",0,1
"Master 2","Male","BLACK","Medium Heavy","FIGHT 43","Thu","09/01","03:30 PM",2,"39",3282,"Robert James Green","Nova União",0,0
"Master 2","Male","BLACK","Medium Heavy","FIGHT 55","Thu","09/01","05:00 PM",2,"29",3283,"Pedro Gonçalves Régis da Cunha Mello","Atos Jiu-Jitsu",0,0
"Master 2","Male","BLACK","Medium Heavy","FIGHT 47","Thu","09/01","03:48 PM",1,"36",3284,"Hector Osvaldo Beltran","CheckMat",0,1
"Master 2","Male","BLACK","Medium Heavy","FIGHT 37","Thu","09/01","02:48 PM",2,"24",3285,"Robert A Brice","Caveman HQ",0,0
"Master 2","Male","BLACK","Medium Heavy","FIGHT 40","Thu","09/01","03:10 PM",2,"15",3286,"Steven J Patterson","Brasa CTA",0,0
"Master 2","Male","BLACK","Medium Heavy","FIGHT 48","Thu","09/01","03:58 PM",2,"32",3287,"Richard A Kanasevich","Atos JJ International",0,0
"Master 2","Male","BLACK","Medium Heavy","FIGHT 52","Thu","09/01","04:29 PM",1,"29",3288,"Pedro Gonçalves Régis da Cunha Mello","Atos Jiu-Jitsu",0,1
"Master 2","Male","BLACK","Medium Heavy","FIGHT 39","Thu","09/01","03:03 PM",1,"32",3289,"Richard A Kanasevich","Atos JJ International",0,1
"Master 2","Male","BLACK","Medium Heavy","FIGHT 44","Thu","09/01","03:31 PM",1,"29",3290,"Pedro Gonçalves Régis da Cunha Mello","Atos Jiu-Jitsu",0,1
"Master 2","Male","BLACK","Medium Heavy","FIGHT 45","Thu","09/01","03:29 PM",2,"1",3291,"Leonardo de Paiva Machado de Santana","Brazilian Top Team",1,0
"Master 2","Male","BLACK","Medium Heavy","FIGHT 49","Thu","09/01","04:04 PM",2,"8",3292,"Jose Reginaldo P Souza Jr","Alliance ",0,0
"Master 2","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",3293,"Leonardo de Paiva Machado de Santana","Brazilian Top Team",0,1
"Master 2","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",3294,"Jose Reginaldo P Souza Jr","Alliance ",0,1
"Master 2","Male","BLACK","Medium Heavy","FIGHT 37","Thu","09/01","02:25 PM",1,"14",3295,"André Felipe Maciel Freire","Carlson Gracie Team",0,1
